ORDER_ID,USER_ID,ORDER_STATUS,TOTAL_AMOUNT,ORDER_DATES,ORDER_TIME
O00006354,U004609,returned,390.29,08-11-2025,02:44.1
O00006356,U007754,processing,2466.24,05-09-2025,26:14.1
O00006357,U001559,cancelled,124.1,20-06-2025,59:45.1
O00006359,U006244,cancelled,206.85,23-03-2025,51:50.7
O00006360,U005279,returned,7735.27,08-02-2024,46:02.2
O00006362,U007375,cancelled,271.99,12-05-2024,18:50.1
O00006363,U004793,processing,704.58,08-05-2025,13:45.5
O00006365,U004249,processing,74.41,11-08-2025,44:27.6
O00006366,U009190,shipped,175.34,10-01-2025,00:53.6
O00006368,U002803,shipped,488.32,25-01-2025,33:10.9
O00006369,U006447,cancelled,1738.13,05-04-2025,29:17.2
O00006370,U007228,completed,30.09,13-10-2025,20:39.5
O00006372,U007833,cancelled,1677.96,25-02-2024,49:12.7
O00006373,U009495,processing,676.71,05-03-2025,40:55.9
O00006375,U004647,processing,460.09,12-09-2025,28:47.8
O00006376,U002286,cancelled,490.59,26-07-2024,35:57.8
O00006378,U009691,returned,302.35,28-05-2024,55:12.2
O00006379,U000388,cancelled,10.2,25-05-2024,31:21.5
O00006381,U009352,shipped,4090.19,28-07-2024,02:53.6
O00006382,U005146,processing,1155.4,30-08-2024,48:56.5
O00006384,U006456,shipped,125.16,03-11-2024,22:24.2
O00006385,U008140,completed,109.41,28-07-2025,18:52.4
O00006387,U009527,cancelled,288.57,26-09-2025,36:55.9
O00006388,U009948,returned,2008.13,19-05-2025,40:11.0
O00006390,U008752,shipped,5.28,29-06-2025,14:40.7
O00006391,U000023,returned,1128.09,16-10-2025,56:11.1
O00006392,U001718,shipped,707.9,10-10-2025,07:43.6
O00006394,U002052,shipped,1621.92,11-11-2024,00:31.1
O00006395,U002152,processing,52.92,28-07-2025,30:42.5
O00006397,U006275,shipped,49.59,13-11-2024,12:15.5
O00006398,U003202,returned,37.95,29-07-2024,54:59.5
O00006400,U006672,returned,326.38,05-01-2024,32:54.8
O00006401,U003775,returned,97.57,03-01-2024,14:55.5
O00006403,U002362,completed,871.03,19-09-2025,37:48.6
O00006404,U002788,shipped,1564.01,03-01-2024,08:39.1
O00006406,U006883,processing,1911,23-09-2025,40:41.5
O00006407,U003909,cancelled,713.26,07-02-2025,09:27.4
O00006408,U005765,completed,126.76,30-08-2024,35:23.2
O00006409,U007880,completed,1979.6,08-06-2025,42:17.4
O00006410,U005819,completed,107.52,04-01-2024,11:51.6
O00006411,U007986,processing,2023.42,29-02-2024,55:03.2
O00006412,U007615,returned,234.91,15-03-2024,17:44.9
O00006413,U001628,completed,283.42,17-08-2025,33:12.9
O00006414,U004365,processing,206.91,17-05-2024,08:40.5
O00006415,U001518,processing,305.42,27-04-2025,22:58.6
O00006416,U008476,completed,948.69,23-11-2024,06:25.2
O00006417,U008922,processing,472.09,18-03-2025,01:11.4
O00006418,U007509,shipped,207.25,22-03-2025,47:55.6
O00006419,U000289,returned,169.54,22-05-2024,50:47.2
O00006420,U002053,shipped,95.46,09-01-2025,20:26.1
O00006421,U006073,returned,3129.71,05-11-2024,47:29.5
O00006422,U008113,returned,20.14,26-05-2025,48:21.2
O00006423,U004179,completed,29.15,06-06-2025,45:19.5
O00006424,U002998,returned,2.75,12-12-2024,38:56.7
O00006425,U008992,processing,1312.84,02-08-2025,25:32.3
O00006426,U007660,completed,847.08,09-01-2024,25:57.0
O00006427,U009449,completed,64.82,10-11-2024,38:31.5
O00006428,U008996,returned,160.97,03-04-2025,11:42.9
O00006429,U009883,processing,1128.92,24-06-2024,53:23.4
O00006430,U002053,completed,1961.26,16-08-2025,26:54.8
O00006431,U002730,completed,64.84,24-11-2024,28:57.2
O00006432,U008810,completed,66.98,29-04-2024,55:23.0
O00006433,U003507,processing,594.94,29-09-2024,52:59.4
O00006434,U000078,processing,179.78,15-11-2024,19:33.0
O00006435,U007319,shipped,1552.7,27-12-2024,56:54.9
O00006436,U002438,shipped,36.51,31-10-2024,20:22.6
O00006437,U005909,processing,727.82,14-09-2025,27:53.6
O00006438,U008185,shipped,123.01,26-04-2024,45:14.8
O00006439,U006813,returned,61.86,04-02-2024,54:45.8
O00006441,U001736,shipped,122.6,13-02-2024,46:25.7
O00006442,U007527,shipped,119.32,01-11-2025,27:14.7
O00006444,U000911,processing,711.98,01-05-2025,13:07.3
O00006445,U000922,cancelled,538.44,11-01-2025,44:25.7
O00006447,U007121,processing,122.24,14-02-2025,02:21.0
O00006448,U000906,processing,890.27,22-08-2025,20:31.5
O00006450,U005653,shipped,131.75,06-03-2025,01:20.5
O00006451,U009841,cancelled,1286.93,03-08-2024,30:29.3
O00006453,U005746,returned,4857.37,17-04-2025,41:10.0
O00006454,U001145,shipped,532.42,01-03-2024,44:28.8
O00006455,U008360,returned,345.24,02-10-2024,15:20.9
O00006457,U002701,cancelled,175.06,12-11-2025,04:13.0
O00006458,U008506,cancelled,253.6,13-07-2024,02:31.3
O00006460,U002522,shipped,12.97,21-09-2025,30:40.7
O00006461,U001216,shipped,40.57,15-12-2024,28:59.3
O00006463,U009804,processing,1059.08,30-08-2024,57:24.2
O00006464,U003026,shipped,19.09,04-05-2024,23:33.4
O00006466,U009092,cancelled,24.22,14-06-2025,19:07.6
O00006467,U007221,shipped,161.58,19-08-2024,15:02.7
O00006469,U004888,cancelled,27.23,24-07-2024,10:49.3
O00006470,U000010,cancelled,382.75,21-07-2025,30:36.6
O00006472,U000025,cancelled,192.22,29-09-2024,56:30.9
O00006473,U008063,processing,1735.18,01-07-2024,01:40.0
O00006475,U003966,processing,193.89,05-08-2024,22:20.6
O00006476,U003211,completed,399.86,17-05-2024,43:00.1
O00006478,U005951,completed,294.26,23-06-2024,24:29.4
O00006479,U007471,cancelled,738.47,21-08-2025,57:59.9
O00006480,U008452,cancelled,211.42,16-09-2024,02:19.1
O00006482,U008125,returned,302.31,13-02-2025,50:18.3
O00006483,U005402,cancelled,111.48,27-08-2025,59:58.6
O00006485,U003438,shipped,463.22,24-06-2025,37:35.5
O00006486,U001165,cancelled,123.57,11-04-2025,10:31.0
O00006488,U003109,returned,933.34,09-04-2025,21:31.3
O00006489,U005819,completed,687.51,06-02-2025,24:03.8
O00006491,U000605,cancelled,320.4,24-04-2025,42:25.4
O00006492,U002603,completed,57.18,23-09-2025,44:40.4
O00006494,U008208,returned,86.47,25-03-2024,54:24.6
O00006495,U002080,completed,781.13,28-08-2024,22:30.6
O00006497,U009990,completed,3716.79,18-05-2025,35:48.3
O00006498,U009018,returned,1842.42,15-04-2024,15:40.4
O00006500,U003169,cancelled,984.2,21-09-2025,30:00.4
O00006501,U008033,shipped,1371.81,12-05-2025,48:06.1
O00006503,U003395,processing,314.51,03-11-2024,28:22.0
O00006504,U002881,shipped,55.44,02-07-2025,35:56.0
O00006505,U006050,processing,363.89,06-02-2025,35:05.0
O00006507,U002339,cancelled,606.02,17-04-2024,04:29.1
O00006508,U001120,processing,332.16,02-11-2025,53:41.2
O00006510,U008906,returned,109.92,09-10-2024,57:06.3
O00006511,U001733,returned,51.34,02-09-2024,28:00.9
O00006513,U009050,shipped,81.68,22-07-2025,30:52.1
O00006514,U007798,shipped,40.64,27-03-2025,32:36.9
O00006516,U004221,shipped,337.39,31-05-2024,50:20.8
O00006517,U003166,shipped,41.15,03-04-2024,10:19.6
O00006519,U001677,processing,97.36,21-03-2025,39:25.5
O00006520,U006811,processing,551.46,02-11-2024,05:02.1
O00006521,U008243,returned,1788.99,27-05-2025,23:21.4
O00006522,U005401,processing,16.79,26-02-2025,13:33.0
O00006523,U009512,completed,25.57,14-09-2024,47:23.4
O00006524,U002424,processing,4555.1,30-05-2025,53:33.9
O00006525,U001850,processing,354.81,01-03-2024,37:46.2
O00006526,U009642,completed,27.65,23-02-2024,07:20.1
O00006527,U003839,shipped,586.49,30-09-2025,13:06.5
O00006528,U004573,returned,126.79,13-07-2024,23:51.9
O00006529,U008841,shipped,446.39,21-06-2025,09:29.6
O00006530,U005250,cancelled,1084.62,22-10-2024,37:50.7
O00006531,U003941,shipped,463.47,29-07-2024,14:53.0
O00006532,U008441,shipped,587.49,04-11-2025,27:56.8
O00006533,U001985,returned,448.72,31-10-2025,12:11.9
O00006534,U003827,cancelled,798.36,08-11-2024,53:17.2
O00006535,U004566,processing,939.1,20-03-2025,12:23.1
O00006536,U001580,shipped,38.54,09-09-2024,51:50.9
O00006537,U003082,processing,135.65,02-04-2024,35:24.4
O00006538,U004163,processing,76.15,31-12-2024,10:52.3
O00006539,U009101,returned,422.22,27-01-2024,35:14.1
O00006540,U003429,processing,609.93,31-05-2024,02:54.4
O00006541,U007356,shipped,127.72,06-05-2024,48:15.2
O00006542,U002874,returned,56.87,25-06-2025,12:09.2
O00006543,U001131,processing,62.58,15-08-2024,55:27.4
O00006544,U003119,processing,370.37,07-11-2024,44:27.3
O00006545,U008528,returned,82.69,14-03-2025,46:33.8
O00006546,U009716,returned,439.02,05-12-2024,52:53.7
O00006547,U000990,shipped,165.61,04-07-2025,42:36.8
O00006548,U005598,completed,2784.07,06-12-2024,32:41.6
O00006549,U001420,cancelled,523.57,29-09-2024,43:41.0
O00006550,U004803,completed,52.93,23-02-2024,16:54.0
O00006551,U003682,processing,712.19,17-02-2025,51:09.4
O00006552,U001283,processing,648.35,29-10-2025,54:35.0
O00006554,U007316,returned,61.86,20-04-2024,38:30.1
O00006555,U007458,returned,3800.7,01-03-2024,47:20.9
O00006557,U008534,shipped,97.59,12-06-2025,43:10.3
O00006558,U008359,completed,49.87,31-01-2025,47:28.8
O00006560,U008824,cancelled,1024.05,03-08-2025,29:45.7
O00006561,U006519,processing,530.65,11-12-2024,14:03.9
O00006563,U002294,cancelled,311.6,10-03-2025,09:13.6
O00006564,U002171,returned,345.6,07-02-2024,57:16.0
O00006565,U003523,shipped,32.11,13-10-2024,13:01.5
O00006567,U004950,shipped,54.34,16-08-2025,20:14.1
O00006568,U005247,shipped,1170.57,24-10-2024,17:46.5
O00006570,U008268,returned,117.45,04-12-2024,49:12.2
O00006571,U008830,cancelled,3522,20-09-2025,20:25.8
O00006573,U008616,cancelled,278.71,13-09-2025,12:08.3
O00006574,U009903,completed,3932.97,03-02-2025,30:12.8
O00006576,U006532,cancelled,69.43,24-03-2025,25:05.1
O00006577,U003795,processing,2011.23,23-09-2024,14:54.0
O00006579,U005855,processing,157.28,31-01-2024,03:27.6
O00006580,U007307,shipped,295.81,01-02-2024,11:25.9
O00006582,U008664,returned,2557.84,06-08-2024,06:11.1
O00006583,U007772,shipped,413.14,12-09-2025,19:19.5
O00006585,U001479,processing,96.96,09-01-2024,30:06.6
O00006586,U002898,completed,26.24,04-09-2025,50:55.1
O00006588,U006856,processing,345.31,07-07-2024,13:40.2
O00006589,U008498,processing,373.19,18-02-2025,22:15.3
O00006591,U004121,returned,1480.51,29-03-2024,56:15.1
O00006592,U004136,returned,27.23,02-01-2025,08:11.2
O00006593,U004199,shipped,398.19,31-10-2025,06:20.4
O00006595,U007481,processing,9.98,03-07-2024,41:31.6
O00006596,U009345,cancelled,752.62,07-09-2024,11:05.6
O00006598,U000427,cancelled,53.24,01-10-2025,09:48.1
O00006599,U000630,processing,30.06,19-03-2024,09:02.8
O00006601,U008727,completed,42.25,14-03-2024,44:37.7
O00006602,U000795,completed,177.32,08-11-2024,03:35.3
O00006604,U008810,processing,442.47,25-08-2025,33:17.7
O00006605,U000272,completed,185.19,01-04-2025,45:10.7
O00006607,U005925,returned,2080.4,24-01-2025,27:23.2
O00006608,U009997,returned,1559.89,13-09-2025,23:42.5
O00006610,U002256,shipped,82.11,24-04-2025,41:24.8
O00006611,U004398,cancelled,84.52,14-08-2025,32:39.1
O00006613,U004404,returned,532.92,21-02-2024,12:43.0
O00006614,U009123,processing,372.81,23-08-2024,19:03.3
O00006616,U002785,returned,33.76,27-06-2025,40:19.9
O00006617,U000409,completed,671.06,07-09-2024,18:46.3
O00006618,U007909,returned,344.26,02-01-2025,33:10.6
O00006620,U009124,completed,185.76,03-03-2024,41:19.2
O00006621,U002455,processing,498.36,11-10-2025,06:14.6
O00006623,U007787,returned,68.12,05-04-2024,34:53.0
O00006624,U002808,returned,254.74,21-09-2025,36:34.9
O00006626,U007735,returned,1203.9,25-03-2025,22:08.9
O00006627,U003235,shipped,3112.56,26-01-2025,19:37.2
O00006629,U003503,shipped,387.3,24-11-2024,55:01.5
O00006630,U004971,completed,234.6,06-08-2024,42:27.0
O00006632,U009335,cancelled,15.52,05-10-2024,51:33.1
O00006633,U003198,processing,3584.82,09-10-2024,17:22.3
O00006634,U005099,cancelled,990.68,24-04-2025,48:09.7
O00006635,U009516,cancelled,11.67,25-11-2024,15:16.1
O00006636,U008264,completed,228.06,15-04-2024,50:32.3
O00006637,U005765,shipped,350.63,31-07-2025,13:39.5
O00006638,U002252,returned,177.93,14-02-2025,49:48.3
O00006639,U006358,cancelled,35.82,31-01-2024,54:11.6
O00006640,U006661,cancelled,1728.4,04-10-2025,23:39.1
O00006641,U008299,returned,82.77,16-11-2024,40:40.1
O00006642,U000471,cancelled,60.52,19-03-2025,05:41.6
O00006643,U004876,returned,71.59,09-02-2024,04:44.1
O00006644,U005386,processing,132.56,11-07-2025,03:49.2
O00006645,U003649,shipped,167.72,22-12-2024,55:23.2
O00006646,U004947,returned,3075.53,25-08-2024,22:25.1
O00006647,U001483,processing,183.59,18-08-2024,30:54.7
O00006648,U000933,processing,165.59,09-12-2024,12:34.7
O00006649,U004180,completed,394.95,17-07-2025,54:39.7
O00006650,U004277,processing,6138.5,25-04-2024,31:04.8
O00006651,U007978,shipped,204.06,14-12-2024,16:28.8
O00006652,U008582,cancelled,127.6,29-09-2025,39:39.1
O00006653,U002047,processing,643.72,22-09-2025,17:43.8
O00006654,U006749,cancelled,226.88,07-02-2024,50:08.9
O00006655,U006119,completed,645.28,18-03-2024,39:53.5
O00006656,U007116,processing,247.47,27-09-2025,46:25.1
O00006657,U005096,shipped,193.47,17-06-2024,02:31.8
O00006658,U003796,completed,617.22,11-06-2024,20:18.0
O00006659,U007327,processing,1440.1,25-04-2025,48:49.7
O00006660,U006525,shipped,2338.13,03-03-2024,59:42.1
O00006661,U001067,processing,86.49,20-05-2025,30:25.0
O00006662,U005394,shipped,68.37,09-10-2025,39:29.9
O00006663,U009228,returned,547.42,20-09-2024,54:44.6
O00006664,U006323,shipped,476.35,21-08-2025,57:53.7
O00006665,U002852,processing,108.57,17-09-2024,36:29.0
O00006667,U006449,cancelled,1906.95,13-10-2025,19:27.9
O00006668,U003637,shipped,220.17,23-05-2024,58:37.6
O00006670,U004656,shipped,120.08,20-05-2024,22:17.7
O00006671,U002149,shipped,2879.77,05-03-2025,19:48.1
O00006673,U004111,completed,188.49,24-03-2024,56:55.3
O00006674,U009653,processing,60.33,19-03-2024,55:17.3
O00006675,U003175,shipped,963.27,30-01-2025,21:46.2
O00006677,U007814,cancelled,882.33,26-06-2024,02:17.0
O00006678,U001544,processing,53.8,26-06-2024,57:20.0
O00006680,U002540,cancelled,53.48,04-01-2025,54:00.8
O00006681,U003701,shipped,1395.91,04-01-2025,18:25.6
O00006683,U004708,shipped,67.54,24-11-2024,25:22.2
O00006684,U001984,completed,287.26,26-05-2025,52:41.6
O00006686,U009919,shipped,356.8,08-10-2025,44:08.6
O00006687,U008704,processing,77.34,14-10-2024,32:09.3
O00006689,U003178,processing,32.16,09-05-2025,26:02.0
O00006690,U000573,returned,2.48,29-06-2025,35:45.1
O00006692,U004164,completed,612.59,11-05-2024,03:17.6
O00006693,U008467,completed,132.71,12-09-2024,12:28.4
O00006695,U000484,returned,1497.22,03-05-2025,18:40.2
O00006696,U008714,returned,66.33,31-05-2024,56:01.1
O00006698,U004771,shipped,606.07,13-11-2024,13:24.0
O00006699,U002290,cancelled,84.96,24-05-2024,08:38.6
O00006701,U002981,shipped,1027.26,19-02-2025,01:01.4
O00006702,U000788,cancelled,241.68,15-08-2024,34:43.1
O00006703,U004267,processing,921.94,23-07-2025,05:17.5
O00006705,U003782,completed,329.44,12-04-2024,45:23.9
O00006706,U007163,completed,541.84,02-02-2024,14:36.3
O00006708,U006817,processing,5559.33,05-07-2024,33:50.9
O00006709,U005500,cancelled,668.04,15-01-2025,05:28.8
O00006711,U002442,cancelled,600.53,25-07-2024,20:47.6
O00006712,U004719,shipped,100.06,07-03-2025,00:41.3
O00006714,U008662,cancelled,87.91,01-02-2025,06:29.8
O00006715,U000793,shipped,360.76,09-03-2025,36:26.0
O00006717,U003854,cancelled,1997.97,22-04-2024,00:20.0
O00006718,U004413,returned,118.17,16-04-2025,42:45.5
O00006720,U003451,shipped,242.37,28-12-2024,14:27.5
O00006721,U001376,cancelled,946.92,13-11-2025,17:42.2
O00006723,U005738,returned,3801.45,15-08-2024,19:26.6
O00006724,U005183,processing,956.01,22-12-2024,38:29.9
O00006725,U002422,returned,49.32,27-11-2024,40:14.9
O00006727,U007831,returned,1661.64,02-11-2024,49:57.8
O00006728,U006811,shipped,31.57,21-08-2025,27:14.8
O00006730,U007828,completed,95.82,24-04-2025,01:39.9
O00006731,U001052,completed,520.59,20-08-2025,39:11.3
O00006733,U003780,shipped,339.57,11-07-2025,54:56.6
O00006734,U005373,returned,1008.78,08-12-2024,55:30.1
O00006736,U001145,processing,658.35,24-06-2025,04:54.6
O00006737,U002125,processing,181.3,07-12-2024,19:01.4
O00006739,U003721,cancelled,155.78,09-07-2024,05:50.2
O00006740,U003806,returned,101.62,26-03-2024,42:14.8
O00006742,U005914,processing,164.1,24-02-2024,37:04.6
O00006743,U001973,completed,54.86,06-05-2025,28:32.9
O00006745,U000837,processing,548.36,19-03-2025,39:42.3
O00006746,U000051,shipped,586.6,10-08-2025,26:56.9
O00006747,U003124,completed,79.36,09-11-2025,17:34.1
O00006748,U007074,processing,122.7,15-08-2024,26:59.1
O00006749,U004924,processing,854.47,18-02-2024,01:31.8
O00006750,U002092,returned,1857.32,14-10-2025,06:27.2
O00006751,U002391,completed,179.53,15-03-2024,06:59.8
O00006752,U001763,shipped,3528,06-06-2024,48:29.1
O00006753,U003750,returned,39.52,11-02-2025,23:12.8
O00006754,U007202,returned,166.86,17-02-2024,54:36.0
O00006755,U005532,cancelled,957.42,29-01-2025,39:43.9
O00006756,U001070,processing,142.58,25-08-2025,52:18.0
O00006757,U003839,completed,967.83,03-05-2025,52:27.6
O00006758,U007842,returned,120.8,25-03-2025,42:48.0
O00006759,U008540,cancelled,247.86,02-08-2025,41:28.3
O00006760,U007327,shipped,168.02,26-04-2024,40:24.8
O00006761,U005907,returned,506.11,18-05-2025,18:11.7
O00006762,U000658,processing,126.16,12-01-2025,43:33.1
O00006763,U003288,shipped,268.91,06-01-2025,05:13.6
O00006764,U008765,cancelled,385.53,12-11-2024,51:48.7
O00006765,U005197,shipped,995.07,03-04-2025,50:52.5
O00006766,U006228,processing,386.14,25-01-2024,02:24.6
O00006767,U009697,cancelled,284.53,26-01-2025,52:58.5
O00006768,U005914,processing,308.92,06-11-2025,51:47.5
O00006769,U004238,returned,1670.75,27-04-2025,21:43.5
O00006770,U000542,completed,293.13,12-05-2025,36:30.2
O00006771,U004774,shipped,1409.44,29-09-2025,09:26.9
O00006772,U009238,completed,2042.32,12-06-2025,11:07.5
O00006773,U003887,returned,1047.6,18-07-2024,33:08.7
O00006774,U007878,completed,19.77,08-04-2025,37:42.5
O00006775,U008274,cancelled,806.6,04-03-2025,18:24.9
O00006776,U009464,completed,218.81,20-09-2024,36:30.5
O00006777,U006934,shipped,32.1,23-09-2024,45:06.6
O00006778,U003932,processing,28.38,17-08-2024,23:13.8
O00006779,U001664,shipped,1311.4,11-06-2024,22:43.7
O00006780,U008859,shipped,33.1,01-10-2024,24:48.2
O00006782,U006060,completed,224.44,12-08-2025,47:53.0
O00006783,U000545,cancelled,46.89,03-03-2024,51:54.1
O00006785,U008900,completed,299.58,12-11-2025,15:24.4
O00006786,U005475,returned,296.4,19-10-2024,03:46.6
O00006787,U001311,shipped,1691.55,27-10-2024,23:41.5
O00006789,U002686,cancelled,686.78,28-05-2025,22:09.2
O00006790,U009896,processing,529.17,25-05-2025,29:06.1
O00006792,U006294,completed,15.87,28-03-2025,22:23.6
O00006793,U006471,cancelled,498.14,16-09-2024,35:04.0
O00006795,U008109,processing,153.71,06-09-2024,33:17.8
O00006796,U005564,returned,1713.11,07-05-2025,39:45.5
O00006798,U002871,shipped,1111.88,01-05-2024,54:02.2
O00006799,U009247,processing,744.22,12-10-2024,59:55.4
O00006801,U001576,cancelled,176.26,08-07-2024,12:16.3
O00006802,U000815,completed,26.68,24-08-2025,09:25.2
O00006804,U006946,processing,4431.11,02-04-2024,52:41.7
O00006805,U008455,cancelled,235.44,23-03-2024,59:33.0
O00006807,U005378,completed,756.54,14-11-2025,13:42.6
O00006808,U004783,cancelled,1063.06,29-04-2024,29:59.8
O00006809,U002916,shipped,294.78,17-08-2024,07:52.5
O00006811,U003536,shipped,2354.43,27-11-2024,08:30.0
O00006812,U003218,cancelled,157.71,31-05-2025,51:10.5
O00006814,U007423,shipped,174.51,07-07-2024,23:13.6
O00006815,U006273,cancelled,241.79,01-04-2024,48:43.0
O00006817,U000909,completed,189.63,05-08-2025,16:08.6
O00006818,U000831,processing,734.45,19-08-2024,06:58.7
O00006820,U007538,processing,1095.28,22-06-2024,42:29.5
O00006821,U009904,cancelled,643.18,09-11-2025,33:05.2
O00006823,U003022,shipped,233.7,12-08-2024,07:41.0
O00006824,U004138,processing,955.3,12-04-2025,23:34.8
O00006826,U002816,processing,90.81,15-09-2024,46:47.8
O00006827,U008182,cancelled,954.36,24-06-2025,43:17.6
O00006829,U005324,processing,1302.2,14-02-2024,51:28.3
O00006830,U008980,completed,265.12,09-01-2025,25:07.7
O00006831,U007989,shipped,299.66,27-01-2024,23:04.4
O00006833,U002058,cancelled,611.03,04-04-2024,43:27.4
O00006834,U009459,cancelled,152.9,12-06-2025,51:11.2
O00006836,U000434,shipped,81.54,14-09-2025,50:17.6
O00006837,U007398,shipped,120.82,16-08-2024,17:11.9
O00006839,U003373,shipped,2578.01,08-07-2025,31:33.8
O00006840,U005228,completed,224.74,26-11-2024,18:08.2
O00006842,U008963,shipped,200.32,11-07-2025,57:54.5
O00006843,U003174,shipped,283.17,01-01-2024,14:17.6
O00006845,U009427,returned,934.67,01-08-2024,24:26.1
